"","datacollection","standard_condition","standard_org","standard_perk","mreselfish","moreresp","moreupstan","orgbintere","investdonate","respleader","hirepres","mreselfish_re","standard_evalu_4items","standard_evalu_5items","standard_evalu_7items","standard_organization","standard_compensation","pltclideo","gender","yearbirth","countrybir","expeng","ethnicity","parented","bfrres","bfrthese","citytown","postalcode","honest","faminc","mturkhowm"
"2162",24,3,0,3,7,4,4,1,1,6,1,1,2.5,2.2,2.57142857142857,0,3,6,1,1980,187,34,1,5,"0",2,"Bellevue","98007",1,"NA",""
"2163",24,1,0,1,4,3,3,4,3,2,2,4,3.5,3.4,3,0,1,4,2,1993,185,21,1,5,"2",2,"Kirkland,WA","98034",1,"220,000",""
"2164",24,5,1,2,6,3,3,2,2,2,2,2,2.5,2.4,2.28571428571429,1,2,4,2,1995,36,10,2,5,"2",2,"Bothell","98012",1,"40,000",""
"2165",24,5,1,2,4,3,3,2,4,4,4,4,3,3.2,3.42857142857143,1,2,4,1,1992,36,10,2,5,"5",2,"Seattle","98006",1,"40,000",""
"2166",24,6,1,3,7,1,1,1,1,1,1,1,1,1,1,1,3,6,1,1993,187,22,1,5,"goose egg",2,"Renton","98059",2,"$200,000",""
"2167",24,2,0,2,4,4,4,4,4,4,4,4,4,4,4,0,2,4,1,1992,187,22,3,5,"0",2,"Mountlake Terrace","98043",1,"100,000",""
"2168",24,2,0,2,6,2,2,2,2,2,2,2,2,2,2,0,2,4,2,1992,192,18,2,5,"3",1,"Kirkland","98034",1,"35000",""
"2169",24,4,1,1,5,4,3,5,3,5,3,3,3.75,3.6,3.71428571428571,1,1,4,1,1992,75,18,2,4,"5",2,"Lynnwood","98037",1,"400000",""
"2170",24,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,3,2,1994,187,NA,1,5,"6",2,"bothell","98011",1,"+100k",""
"2171",24,6,1,3,6,4,4,6,2,4,2,2,4,3.6,3.42857142857143,1,3,3,1,1992,36,13,2,4,"0",2,"Redmond","98052",1,"200000",""
"2172",24,5,1,2,5,4,4,4,3,2,2,3,3.75,3.6,3.14285714285714,1,2,7,1,1993,187,21,1,4,"0",2,"bothell","98012",1,"$90,000",""
"2173",24,5,1,2,5,6,2,2,2,2,2,3,3.25,3,2.71428571428571,1,2,4,1,1984,187,29,2,4,"4",2,"Everett","98201",1,"142,000",""
"2174",24,5,1,2,5,4,3,5,4,3,5,3,3.75,3.8,3.85714285714286,1,2,4,2,1994,75,12,2,4,"2",2,"WA","98028",1,"IDK",""
"2175",24,5,1,2,4,3,3,3,3,3,3,4,3.25,3.2,3.14285714285714,1,2,6,1,1995,187,20,1,5,"20-25",1,"Bellevue, WA","98006",1,"110000",""
"2176",24,4,1,1,5,4,4,4,4,5,5,3,3.75,3.8,4.14285714285714,1,1,2,1,NA,0,NA,2,0,"",0,"","",NA,"",""
"2177",24,1,0,1,4,6,4,5,5,2,6,4,4.75,4.8,4.57142857142857,0,1,4,1,1993,36,5,2,5,"?",2,"lynwood","98037",1,"100,000",""
"2178",24,4,1,1,3,5,5,5,5,5,5,5,5,5,5,1,1,4,2,1992,187,22,1,3,"0",2,"Everett","98208",1,"60,000",""
"2179",24,6,1,3,4,4,3,3,4,5,5,4,3.5,3.6,4,1,3,4,2,1994,187,15,6,6,"4",2,"Kirkland","98033",1,"$130,000",""
"2180",24,2,0,2,4,3,3,4,5,4,5,4,3.5,3.8,4,0,2,5,1,1984,187,30,3,5,"1",2,"Issaquah","98027",2,"100000",""
"2181",24,5,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,4,1,1958,162,35,2,2,"0",2,"Bellevue, WA","98006",1,"300,000",""
"2182",24,1,0,1,4,7,7,4,4,4,7,4,5.5,5.2,5.28571428571429,0,1,4,2,1981,0,NA,2,6,"0",2,"Kirkland","98034",1,"130000",""
"2183",24,5,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,5,1,1981,187,33,1,6,"10",2,"Renton","98056",1,"$110000",""
"2184",24,3,0,3,7,5,2,2,2,3,2,1,2.5,2.4,2.42857142857143,0,3,4,1,1996,36,4,2,2,"3",2,"Seattle","98118",1,"36000",""
"2185",24,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,2,1,1965,187,49,6,5,"25",2,"Mill Creek, WA","98012",1,"110000",""
"2186",24,4,1,1,2,3,4,3,5,3,3,6,4,4.2,3.85714285714286,1,1,7,1,1970,187,NA,1,4,"4",2,"Seatac","98188",2,"300000",""
"2187",24,3,0,3,5,3,3,3,4,4,3,3,3,3.2,3.28571428571429,0,3,2,1,1993,187,21,1,6,"3",1,"Edmonds, WA","98026",1,"80,000",""
"2188",24,2,0,2,4,2,4,3,6,3,2,4,3.25,3.8,3.42857142857143,0,2,3,1,1994,187,21,1,6,"5",2,"Bothell","98166",1,"N/A",""
"2189",24,2,0,2,5,3,4,5,4,3,4,3,3.75,3.8,3.71428571428571,0,2,2,1,1988,187,26,1,5,"5",2,"Kirkland","98034",1,"90,000",""
"2190",24,1,0,1,4,4,4,4,7,4,7,4,4,4.6,4.85714285714286,0,1,4,2,1969,187,46,1,5,"15",2,"Lynnwood","98036",1,"110000",""
"2191",24,4,1,1,2,4,2,4,4,2,3,6,4,4,3.57142857142857,1,1,3,2,1982,192,20,NA,1,"3",2,"seattle","98055",1,"35,000",""
"2192",24,1,0,1,4,4,4,4,6,4,4,4,4,4.4,4.28571428571429,0,1,1,1,1986,187,28,1,6,"0",2,"Edmonds","98026",1,"80,000",""
"2193",24,6,1,3,4,4,4,4,4,6,6,4,4,4,4.57142857142857,1,3,2,1,1964,187,50,1,4,"4",2,"Bothell","98011",1,"0",""
"2194",24,6,1,3,5,3,4,3,3,3,3,3,3.25,3.2,3.14285714285714,1,3,4,1,1991,36,4,2,5,"0",2,"Seattle","98125",1,"",""
"2195",24,1,0,1,3,6,5,7,7,7,7,5,5.75,6,6.28571428571429,0,1,2,1,1984,187,31,2,4,"3",2,"Seattle","98144",1,"30000",""
"2196",24,6,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,7,2,1994,187,21,1,5,"0",2,"Seattle","98015",1,"100,000",""
"2197",24,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,4,1,1992,187,22,5,3,"4",0,"renton","98056",2,"70000",""
"2198",24,3,0,3,5,3,3,2,2,2,2,3,2.75,2.6,2.42857142857143,0,3,4,1,1992,36,15,2,6,"3",2,"Bellevue","98006",1,"$150000",""
"2199",24,3,0,3,5,5,4,4,4,3,4,3,4,4,3.85714285714286,0,3,4,1,1992,187,22,1,6,"multiple",2,"Seattle","98105",1,"$120,000",""
"2200",24,5,1,2,4,4,4,3,4,3,3,4,3.75,3.8,3.57142857142857,1,2,2,1,1992,187,22,1,6,"5",2,"Seattle, WA","98105",1,"$300,000",""
"2201",24,6,1,3,4,5,5,3,4,4,4,4,4.25,4.2,4.14285714285714,1,3,4,1,1992,36,8,2,6,"not sure",2,"Bellevue","98004",1,"650000",""
"2202",24,2,0,2,5,3,3,3,3,3,3,3,3,3,3,0,2,4,1,1994,75,19,2,6,"0",2,"Bellevue","98006",1,"50000",""
"2203",24,4,1,1,4,4,3,5,4,4,4,4,4,4,4,1,1,4,1,1989,187,25,1,5,"1",2,"","98258",1,"",""
"2204",24,3,0,3,4,3,4,4,3,5,5,4,3.75,3.6,4,0,3,4,1,1990,36,11,2,5,"10+",2,"Seattle","98005",1,"500,000",""
"2205",24,5,1,2,4,4,3,5,4,4,4,4,4,4,4,1,2,3,1,1993,36,15,2,4,"0",2,"Seattle","98011",1,"50,000",""
"2206",24,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,2,2,1994,187,21,1,6,"10",0,"Bellevue","98004",NA,"",""
"2207",24,3,0,3,5,3,4,4,2,3,1,3,3.5,3.2,2.85714285714286,0,3,1,2,1993,187,21,1,4,"0",2,"Redmond","98052",1,"10000",""
"2208",24,1,0,1,4,4,4,5,3,4,4,4,4.25,4,4,0,1,0,NA,NA,0,NA,NA,0,"",0,"","",NA,"",""
"2209",24,2,0,2,5,3,4,2,4,3,4,3,3,3.2,3.28571428571429,0,2,6,2,1991,142,18,1,3,"0",2,"Bellevue, WA","98004",1,"$60,000",""
"2210",24,5,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,4,1,NA,187,20,1,5,"---",2,"----","----",2,"----",""
"2211",24,5,1,2,3,4,4,4,5,4,4,5,4.25,4.4,4.28571428571429,1,2,3,1,1993,187,21,2,5,"0",2,"Seattle","98105",1,"",""
"2212",24,6,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,4,1,1993,187,20,3,5,"0",2,"lynnwood","98036",1,"80,000",""
"2213",24,4,1,1,5,3,3,2,1,2,1,3,2.75,2.4,2.14285714285714,1,1,2,1,1985,187,29,1,1,"0",2,"Kirkland","98034",1,"60000",""
"2214",24,2,0,2,4,4,4,4,4,4,4,4,4,4,4,0,2,5,1,0,15,0,3,2,"0",2,"","",NA,"",""
"2215",25,1,0,1,7,1,1,7,7,7,1,1,2.5,3.4,3.57142857142857,0,1,NA,NA,NA,0,0,0,0,"",NA,"","",NA,"",""
"2216",25,6,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,NA,NA,NA,0,0,0,0,"",NA,"","",NA,"",""
"2217",25,5,1,2,7,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,0,0,0,0,"",NA,"","",NA,"",""
"2218",25,4,1,1,4,4,4,4,5,5,6,4,4,4.2,4.57142857142857,1,1,NA,NA,NA,0,0,0,0,"",NA,"","",NA,"",""
"2219",25,3,0,3,5,3,3,3,3,3,3,3,3,3,3,0,3,NA,NA,NA,0,0,0,0,"",NA,"","",NA,"",""
"2220",25,1,0,1,4,4,4,4,4,3,4,4,4,4,3.85714285714286,0,1,NA,NA,NA,0,0,0,0,"",NA,"","",NA,"",""
"2221",25,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,NA,NA,NA,0,0,0,0,"",NA,"","",NA,"",""
"2222",25,2,0,2,4,4,4,4,4,4,4,4,4,4,4,0,2,NA,NA,NA,0,0,0,0,"",NA,"","",NA,"",""
"2223",25,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,NA,NA,NA,0,0,0,0,"",NA,"","",NA,"",""
"2224",25,2,0,2,5,5,4,3,6,3,6,3,3.75,4.2,4.28571428571429,0,2,3,2,1994,187,20,2,5,"10",2,"chicago","60659",2,"23000",""
"2225",25,5,1,2,5,3,3,3,4,3,3,3,3,3.2,3.14285714285714,1,2,4,2,1991,187,23,1,4,"idk",2,"Chicago","60661",2,"idk",""
"2226",25,3,0,3,5,5,4,3,2,3,2,3,3.75,3.4,3.14285714285714,0,3,3,1,1992,187,22,1,4,"3",1,"Chicago","60630",2,"$50,000",""
"2227",25,5,1,2,5,4,4,3,3,3,4,3,3.5,3.4,3.42857142857143,1,2,3,2,1987,187,27,1,6,"10",2,"chicago","60622",1,"100000",""
"2228",25,2,0,2,6,1,3,2,1,2,1,2,2,1.8,1.71428571428571,0,2,4,2,1995,187,13,2,4,"1",1,"chicago","60612",1,"70,000",""
"2229",25,4,1,1,5,4,3,4,3,5,6,3,3.5,3.4,4,1,1,2,2,1991,187,24,1,5,"3",2,"Chicago","60613",1,"22500?",""
"2230",25,3,0,3,4,4,4,4,4,3,4,4,4,4,3.85714285714286,0,3,1,2,1983,187,30,1,6,"3",2,"Chicago","60622",2,"70000",""
"2231",25,2,0,2,4,4,4,4,4,3,4,4,4,4,3.85714285714286,0,2,1,2,1989,187,25,1,6,"8",2,"chicago","60614",1,"200000",""
"2232",25,3,0,3,7,2,1,2,1,1,1,1,1.5,1.4,1.28571428571429,0,3,4,1,1994,187,14,2,5,"4",2,"Chicago","60608",1,"20,000",""
"2233",25,1,0,1,6,3,2,3,4,1,1,2,2.5,2.8,2.28571428571429,0,1,1,2,1993,187,21,1,4,"over 10",1,"Skokie","60076",1,"",""
"2234",25,6,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,2,2,1980,187,35,1,6,"20",1,"Chicago","60304",1,"140,000",""
"2235",25,6,1,3,6,3,4,1,1,2,2,2,2.5,2.2,2.14285714285714,1,3,4,1,1992,187,22,1,4,"2",2,"Chicago","60607",1,"120,000",""
"2236",25,2,0,2,7,4,2,1,4,2,3,1,2,2.4,2.42857142857143,0,2,4,2,1995,66,19,4,5,"5",2,"Bolingbrook","60440",1,"N/A",""
"2237",25,2,0,2,4,3,3,3,2,2,3,4,3.25,3,2.85714285714286,0,2,4,2,1991,187,19,5,6,"2",2,"Chicago","60607",1,"70000",""
"2238",25,6,1,3,5,4,1,2,2,2,2,3,2.5,2.4,2.28571428571429,1,3,NA,2,1995,187,10,3,3,"",2,"lyons","60534",1,"",""
"2239",25,3,0,3,6,2,3,1,2,1,1,2,2,2,1.71428571428571,0,3,4,2,1994,187,20,2,4,"5",2,"Chi","60654",1,"$150000",""
"2240",25,1,0,1,4,4,4,4,4,4,2,4,4,4,3.71428571428571,0,1,2,2,1961,187,0,1,5,"7",2,"Willow Springs","60480",1,"110,000",""
"2241",25,2,0,2,2,7,6,6,4,6,7,6,6.25,5.8,6,0,2,1,2,1992,187,23,1,6,"34",2,"Chicago","60612",2,"$80,000",""
"2242",25,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,2,1,1991,187,23,3,2,"2",2,"Chicago","60629",1,"21,000",""
"2243",25,4,1,1,3,3,4,4,1,4,1,5,4,3.4,3.14285714285714,1,1,2,2,1952,187,62,1,4,"4",1,"Chicago","60614",1,"250,000",""
"2244",25,3,0,3,7,2,2,3,1,2,1,1,2,1.8,1.71428571428571,0,3,1,2,1970,187,44,1,4,"05-Oct",2,"chicago","60618",1,"40000",""
"2245",25,1,0,1,4,2,2,1,3,3,2,4,2.25,2.4,2.42857142857143,0,1,4,2,1994,187,12,2,3,"4",2,"Niles","60714",1,"",""
"2246",25,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,1,2,1988,187,26,1,5,"3",2,"Chicago","60622",1,"100,000",""
"2247",25,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,4,1,1950,187,64,1,6,"3",2,"Chicago","60608",1,"$50,000",""
"2248",25,2,0,2,5,4,4,2,3,4,2,3,3.25,3.2,3.14285714285714,0,2,2,2,1992,187,22,1,4,"10",1,"Chicago","60656",1,"I don't know",""
"2249",25,5,1,2,4,4,4,3,3,4,4,4,3.75,3.6,3.71428571428571,1,2,5,2,1993,187,21,6,6,"3",2,"Lemont","60439",1,"180,000",""
"2250",25,3,0,3,4,4,4,4,4,4,4,4,4,4,4,0,3,5,2,1976,187,39,1,6,"Oct-15",2,"Orland Park","60462",1,"130000",""
"2251",25,1,0,1,4,4,3,4,3,4,4,4,3.75,3.6,3.71428571428571,0,1,4,2,1995,169,19,1,3,"10",2,"Chicago","60659",1,"20,000",""
"2252",25,4,1,1,4,4,4,4,5,4,5,4,4,4.2,4.28571428571429,1,1,2,2,1984,16,12,1,5,"5",2,"Elmwood Park","60707",1,"5000",""
"2253",25,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,4,1,1950,187,64,1,5,"21",1,"chicago","60626",2,"0",""
"2254",25,4,1,1,4,4,4,5,4,4,5,4,4.25,4.2,4.28571428571429,1,1,1,2,1978,185,36,1,5,"many",2,"chicago","60608",1,"25000",""
"2255",25,2,0,2,5,4,4,3,3,5,4,3,3.5,3.4,3.71428571428571,0,2,4,2,1966,187,48,3,3,"4",1,"Palos Hills","60465",2,"$60,000",""
"2256",25,1,0,1,4,4,4,4,7,6,6,4,4,4.6,5,0,1,2,1,1982,187,33,1,6,"A few",2,"Chicago","60640",1,"140,000",""
"2257",25,2,0,2,4,4,4,4,4,4,4,4,4,4,4,0,2,4,2,1983,78,24,6,5,"1",2,"CHICAGO","",1,"",""
"2258",25,2,0,2,6,1,3,1,3,2,2,2,1.75,2,2,0,2,2,2,1975,187,39,3,2,"5",1,"Berwyn","60402",1,"100,000",""
"2259",25,1,0,1,4,4,3,3,5,4,4,4,3.5,3.8,3.85714285714286,0,1,4,2,1974,65,41,1,6,"10",2,"Willowbrook","60527",1,"35000",""
"2260",25,3,0,3,4,4,4,2,1,2,1,4,3.5,3,2.57142857142857,0,3,2,2,1990,187,24,1,5,"1",2,"","",1,"",""
"2261",25,5,1,2,4,4,4,4,4,4,3,4,4,4,3.85714285714286,1,2,1,2,1964,83,40,1,6,"4",2,"Evanston","60203",1,"100,000",""
"2262",25,5,1,2,7,1,2,1,1,1,3,1,1.25,1.2,1.42857142857143,1,2,2,1,1964,187,50,1,5,"8",2,"Aurora","60506",1,"75,000.00",""
"2263",25,6,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,2,2,1951,187,63,0,5,"no idea",2,"Oak Park, IL","60304",1,"$52,000",""
"2264",25,5,1,2,4,4,2,4,4,4,3,4,3.5,3.6,3.57142857142857,1,2,2,2,1954,187,60,1,6,"many",2,"Tinley Park,","60487",1,"60,000",""
"2265",25,5,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,NA,2,1983,187,31,1,5,"4",2,"Midlothian","60445",1,"90,000",""
"2266",25,5,1,2,7,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1959,187,55,4,6,"03-Apr",2,"Oak Park","60302",1,"300,000",""
"2267",25,3,0,3,5,2,2,2,2,2,2,3,2.25,2.2,2.14285714285714,0,3,4,2,1983,137,10,1,6,"1",2,"Glenview","60025",1,"90000",""
"2268",25,6,1,3,4,4,4,3,2,4,3,4,3.75,3.4,3.42857142857143,1,3,2,2,1959,185,55,1,6,"3",2,"Evanston","60201",1,"180,000",""
"2269",25,2,0,2,7,1,1,1,1,1,1,1,1,1,1,0,2,4,2,NA,187,55,4,4,"several",2,"Chicago","60617",1,"80000",""
"2270",25,6,1,3,7,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1966,187,0,4,5,"3",2,"Chicago","60612",1,"",""
"2271",25,2,0,2,6,2,2,2,1,2,2,2,2,1.8,1.85714285714286,0,2,2,2,1960,187,54,1,3,"0",2,"Huntley","60142",1,"$160,000",""
"2272",25,2,0,2,7,2,1,1,1,1,1,1,1.25,1.2,1.14285714285714,0,2,1,2,1986,187,28,1,6,"many",2,"Chicago","60640",1,"46,000",""
"2273",25,1,0,1,4,3,3,2,3,2,2,4,3,3,2.71428571428571,0,1,4,2,1953,187,61,1,5,"3",2,"Chicago","60605",1,"175,000",""
"2274",25,6,1,3,7,1,2,3,3,3,3,1,1.75,2,2.28571428571429,1,3,2,2,1994,187,20,3,2,"1",2,"Chicago","60607",1,"8000",""
"2275",25,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,3,2,1980,187,35,1,6,"5",2,"Chicago","60626",1,"30000",""
"2276",25,5,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,4,2,1978,187,36,1,5,"2",2,"Morton","61550",1,"",""
"2277",25,4,1,1,4,4,4,4,4,4,5,4,4,4,4.14285714285714,1,1,2,2,1978,187,37,1,6,"2",2,"Chicago","60622",1,"50000",""
"2278",25,5,1,2,4,2,3,5,4,3,5,4,3.5,3.6,3.71428571428571,1,2,4,2,1960,187,54,1,6,"10",2,"Forest Park","60130",1,"25000",""
"2279",25,2,0,2,7,2,1,1,1,1,1,1,1.25,1.2,1.14285714285714,0,2,1,2,1988,187,26,1,6,"5",1,"Logan Square, Chicago","60618",1,"65,000",""
"2280",25,5,1,2,2,6,2,5,4,5,5,6,4.75,4.6,4.71428571428571,1,2,4,1,1996,187,18,1,5,"0",2,"Chicago","60652",1,"I do not know",""
"2281",25,3,0,3,6,3,2,3,2,2,3,2,2.5,2.4,2.42857142857143,0,3,4,2,1989,187,25,1,3,"0",2,"lake in the hills","60156",1,"20000",""
"2282",25,3,0,3,5,3,4,5,4,5,4,3,3.75,3.8,4,0,3,2,1,1959,187,55,1,6,"10",2,"Oak Park, IL","60302",1,"200,000",""
"2283",25,2,0,2,4,4,4,4,3,3,4,4,4,3.8,3.71428571428571,0,2,3,2,1994,187,20,6,6,"1",2,"Skokie","60076",1,"300,000",""
"2284",25,6,1,3,3,3,5,1,6,1,5,5,3.5,4,3.71428571428571,1,3,4,2,1996,187,18,6,5,"5",2,"tinley park","60487",1,"",""
"2285",25,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,1,2,1953,187,62,1,2,"3",2,"Chicago","60625",1,"$125,000",""
"2286",25,4,1,1,3,5,3,6,4,5,4,5,4.75,4.6,4.57142857142857,1,1,4,2,1995,187,19,3,4,"0",2,"Chicago","60647",1,"",""
"2287",25,3,0,3,7,1,1,1,1,1,1,1,1,1,1,0,3,1,2,1989,187,25,1,5,"15",2,"chicago","60657",1,"300,000",""
"2288",25,2,0,2,5,2,3,5,6,3,2,3,3.25,3.8,3.42857142857143,0,2,1,2,1991,187,23,2,5,"3",2,"Chicago","60661",2,"100,000+",""
"2289",25,5,1,2,7,1,4,1,1,1,4,1,1.75,1.6,1.85714285714286,1,2,NA,2,1975,187,40,4,5,"2",2,"Clarendon Hills","60514",1,"",""
"2290",25,3,0,3,6,2,2,3,1,2,2,2,2.25,2,2,0,3,1,2,1994,187,21,1,6,"2",2,"Chicago","60608",1,"?",""
"2291",25,2,0,2,5,4,4,1,1,1,1,3,3,2.6,2.14285714285714,0,2,4,2,1960,187,55,1,6,"?",2,"Glen Ellyn","60137",1,"$170,000",""
"2292",25,3,0,3,4,4,4,4,4,4,4,4,4,4,4,0,3,1,1,1973,187,40,1,4,"3",1,"Chicago","60640",1,"160000",""
"2293",25,4,1,1,2,4,4,6,5,4,4,6,5,5,4.71428571428571,1,1,2,2,1953,187,61,1,6,"4?",2,"Chicago","60613",1,"90000",""
"2294",25,4,1,1,4,5,3,4,3,5,4,4,4,3.8,4,1,1,2,2,1994,187,20,3,4,"1",2,"chicago","60634",1,"",""
"2295",25,5,1,2,4,4,4,4,3,2,4,4,4,3.8,3.57142857142857,1,2,3,1,1976,187,38,1,4,"1",1,"Chicago","60640",1,"70,000",""
"2296",25,6,1,3,4,3,1,4,4,4,4,4,3,3.2,3.42857142857143,1,3,4,2,1994,187,21,3,4,"0",2,"chicago","60622",1,"55000",""
"2297",25,4,1,1,4,4,4,3,2,3,2,4,3.75,3.4,3.14285714285714,1,1,2,1,1987,187,27,1,6,"unsure. ~4?",2,"this is important why? ju","46321",1,"150000",""
"2298",25,2,0,2,6,2,2,3,3,2,2,2,2.25,2.4,2.28571428571429,0,2,1,2,1996,187,19,1,6,"4",2,"Oak Lawn","60453",1,"",""
"2299",25,4,1,1,3,3,5,3,4,3,3,5,4,4,3.71428571428571,1,1,6,2,1982,137,27,1,6,"3",2,"Crystal Lake, IL","60014",1,"130000",""
"2300",25,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1968,187,46,1,6,"several",2,"Chicago","60626",1,"",""
"2301",25,5,1,2,6,2,2,2,2,2,1,2,2,2,1.85714285714286,1,2,1,2,1996,187,19,2,5,"8",2,"Chicago","60625",1,"$40000",""
"2302",25,3,0,3,5,4,4,4,1,4,1,3,3.75,3.2,3,0,3,4,2,1964,187,50,1,6,"50",2,"Lake Villa","60046",1,"100,000",""
"2303",25,5,1,2,7,4,4,2,2,2,3,1,2.75,2.6,2.57142857142857,1,2,4,2,1992,187,18,3,4,"10",2,"Cicero, Illinois","60804",1,"",""
"2304",25,6,1,3,6,3,3,2,2,3,2,2,2.5,2.4,2.42857142857143,1,3,1,1,1971,187,44,1,6,"dozens",2,"Forest Park","60130",1,"70000",""
"2305",25,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1975,187,39,1,6,"4",2,"Chicago","60661",1,"175000",""
"2306",25,5,1,2,4,5,4,3,4,4,4,4,4,4,4,1,2,2,2,1992,187,20,2,4,"6",2,"Chicago","60706",1,"55000",""
"2307",25,2,0,2,6,2,4,5,4,5,4,2,3.25,3.4,3.71428571428571,0,2,4,2,1994,87,20,1,4,"more then ten",2,"Worth","60482",1,"I am not sure tha",""
"2308",25,1,0,1,4,4,4,4,4,4,4,4,4,4,4,0,1,3,2,1983,187,31,3,3,"3",2,"chicago","60642",1,"32000",""
"2309",25,3,0,3,4,6,4,4,4,4,4,4,4.5,4.4,4.28571428571429,0,3,4,2,1989,24,15,1,6,"3",2,"Chicago","60607",1,"",""
"2310",25,3,0,3,6,4,4,4,4,4,2,2,3.5,3.6,3.42857142857143,0,3,4,2,1981,183,20,1,5,"3",2,"niles","60714",1,"",""
"2311",25,5,1,2,6,2,2,3,4,2,4,2,2.25,2.6,2.71428571428571,1,2,4,2,1989,78,25,2,6,"3",2,"Chicago","60607",1,"35000",""
"2312",25,2,0,2,4,4,4,4,5,4,4,4,4,4.2,4.14285714285714,0,2,4,2,1975,187,39,1,4,"2",NA,"","61021",1,"95K",""
"2313",25,3,0,3,4,4,4,4,4,4,5,4,4,4,4.14285714285714,0,3,3,2,1958,31,57,1,5,"1",2,"Berlin","21811",1,"60,000",""
"2314",25,3,0,3,5,4,3,4,3,3,4,3,3.5,3.4,3.42857142857143,0,3,2,2,1991,187,23,1,3,"10",2,"Plainfield","60586",1,"$70,000",""
"2315",25,2,0,2,5,2,4,3,3,3,3,3,3,3,3,0,2,6,2,1985,187,30,1,6,"0",2,"Chicago","60643",1,"90,000",""
"2316",25,2,0,2,7,4,2,1,2,4,4,1,2,2,2.57142857142857,0,2,4,2,1994,187,20,2,5,"0",2,"Des Plaines","60016",1,"",""
"2317",25,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,2,1979,53,15,1,5,"",NA,"","",NA,"",""
"2318",25,6,1,3,7,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1958,187,0,1,6,"5",2,"Arlington Heights","60005",1,"105000",""
"2319",25,6,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,4,2,1995,187,15,1,5,"0",2,"Northbrook","60062",1,"30000",""
"2320",25,1,0,1,7,1,1,1,1,1,1,1,1,1,1,0,1,4,2,1984,111,28,3,5,"2",2,"Joliet","60435",1,"75,000.00",""
"2321",25,3,0,3,4,4,4,4,4,4,4,4,4,4,4,0,3,2,2,1977,187,37,1,6,"10+",2,"Chicago","60640",1,"60,000",""
"2322",25,3,0,3,4,4,4,4,4,4,1,4,4,4,3.57142857142857,0,3,2,2,1964,24,30,3,5,"6",2,"Lincolnshire","60069",1,"130000",""
"2323",25,2,0,2,6,4,3,3,2,2,2,2,3,2.8,2.57142857142857,0,2,4,2,1985,187,29,1,6,"10+",2,"Forest Park","60130",1,"125,000",""
"2324",25,5,1,2,7,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1943,187,0,4,3,"1",2,"Evanston","60201",1,"50,000",""
"2325",25,5,1,2,4,2,3,4,2,2,2,4,3.25,3,2.71428571428571,1,2,1,2,1951,187,63,6,6,"0",2,"Oak Park","60302",NA,"109,000",""
"2326",25,6,1,3,4,1,4,2,4,4,4,4,2.75,3,3.28571428571429,1,3,4,2,1963,187,52,4,5,"3",1,"Chicago","60629",1,"70,000",""
"2327",25,3,0,3,6,4,4,4,4,4,4,2,3.5,3.6,3.71428571428571,0,3,1,2,1980,187,34,1,6,"2",2,"Bartlett","60103",1,"100000",""
"2328",25,6,1,3,4,4,4,2,2,4,2,4,3.5,3.2,3.14285714285714,1,3,3,2,1984,187,30,2,5,"3",1,"Chicago","60616",1,"35000",""
"2329",25,4,1,1,3,1,4,1,6,1,4,5,2.75,3.4,3.14285714285714,1,1,4,2,1993,187,21,3,4,"10",2,"Chicago","60629",1,"$100,000",""
"2330",25,5,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,4,2,1983,187,31,3,3,"0",2,"Chicago","60641",1,"129,000",""
