"","Veracity","Language","Emotionality","ID","meanRT","meanJudgment","Age","Gender","StudiesMajor","MotherTongue","SelfReportedEnglishSpreakingProficiency","SelfReportedEnglishListening","EnglishLextaleScores","SelfReportedGermanSpeaking","SelfReportedGermanListening","GermanLextaleScores","SelfReportedDutchSpeaking","SelfReportedDutchListening","DutchLextaleScores"
"467","Lie","English","Emotional","63",962.592592592593,0.5,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"468","Truth","English","Emotional","63",799.296296296296,0.5,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"469","Lie","Dutch","Neutral","63",1099.65217391304,0,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"470","Truth","Dutch","Neutral","63",749.230769230769,0,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"471","Lie","English","Neutral","63",1013.64,0,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"472","Truth","English","Neutral","63",874.851851851852,0,20,0,"Psychologie","Dutch","4","5",68.75,"3","3",62.5,"6","6","80"
"473","Lie","Dutch","Emotional","64",703,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"474","Truth","Dutch","Emotional","64",600.48,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"475","Lie","English","Emotional","64",720.454545454545,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"476","Truth","English","Emotional","64",682.857142857143,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"477","Lie","Dutch","Neutral","64",663.192307692308,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"478","Truth","Dutch","Neutral","64",650.689655172414,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"479","Lie","English","Neutral","64",749.451612903226,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"480","Truth","English","Neutral","64",754.166666666667,0,21,0,"Psychologie","Dutch","5","5",83.75,"1","2",67.5,"6","6","93.75"
"481","Lie","Dutch","Emotional","65",1479.92857142857,0.230769230769231,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"482","Truth","Dutch","Emotional","65",1250,0.230769230769231,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"483","Lie","English","Emotional","65",1616.52173913043,0.137254901960784,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"484","Truth","English","Emotional","65",1539.25,0.137254901960784,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"485","Lie","Dutch","Neutral","65",1442.8,0.0384615384615385,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"486","Truth","Dutch","Neutral","65",1055.51851851852,0.0384615384615385,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"487","Lie","English","Neutral","65",1533.66666666667,0.0384615384615385,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"488","Truth","English","Neutral","65",1396,0.0384615384615385,21,1,"College of Economics and Business","Dutch","6","6",97.5,"1","1",52.5,"6","6","95"
"489","Lie","Dutch","Emotional","66",1265.1724137931,0.0961538461538462,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"490","Truth","Dutch","Emotional","66",874.782608695652,0.0961538461538462,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"491","Lie","English","Emotional","66",1018.59090909091,0.117647058823529,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"492","Truth","English","Emotional","66",1254.48275862069,0.117647058823529,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"493","Lie","Dutch","Neutral","66",1079.04761904762,0,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"494","Truth","Dutch","Neutral","66",944.633333333333,0,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"495","Lie","English","Neutral","66",1214.64285714286,0,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"496","Truth","English","Neutral","66",1178.63636363636,0,18,0,"Psychologie","Dutch","4","4",85,"1","2",46.25,"6","6","91.25"
"497","Lie","Dutch","Emotional","67",1074.28571428571,0.12,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"498","Truth","Dutch","Emotional","67",975.862068965517,0.12,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"499","Lie","English","Emotional","67",1081.81818181818,0.14,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"500","Truth","English","Emotional","67",1065,0.14,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"501","Lie","Dutch","Neutral","67",1126.8,0,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"502","Truth","Dutch","Neutral","67",943.291666666667,0,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"503","Lie","English","Neutral","67",1117.93103448276,0,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
"504","Truth","English","Neutral","67",981.25,0,20,0,"College Communicatiewetenschap","Dutch","4","5",72.5,"2","3",55,"6","6","93.75"
