"","dummybitter","dummysweet","dummywater","javg","sex","age","policonserv","poliliberal","check_enjoy","check_sweet","check_bitter","check_neutral","check_disgusting","check_regular","study"
"1105",0,0,0,77.3333333333333,1,31,0,0,7,4,1,4,1,6,10
"1106",0,0,1,75.8333333333333,0,21,0,1,5,3,1,4,1,7,10
"1107",0,0,0,57.6,1,31,0,0,2,3,1,4,1,1,10
"1108",0,0,1,73.75,1,20,1,0,4,4,4,4,4,4,10
"1109",0,1,0,65.4,1,21,0,1,4,3,5,4,3,3,10
"1110",1,0,0,75.8,1,19,0,1,1,5,7,1,7,1,10
"1111",1,0,0,75.1666666666667,1,22,0,1,2,5,5,1,5,1,10
"1112",0,0,0,82.1666666666667,0,23,0,0,3,1,6,1,2,3,10
"1113",0,0,1,61,0,21,0,1,4,4,4,4,1,7,10
"1114",0,0,1,65.3333333333333,1,20,0,1,4,4,4,4,1,6,10
"1115",0,1,0,49.5,0,20,0,1,3,1,7,1,2,4,10
"1116",0,0,0,60.3333333333333,0,NA,0,0,2,3,6,1,2,3,10
"1117",0,0,0,68.6666666666667,0,21,0,0,2,4,4,1,5,2,10
"1118",0,0,1,54.3333333333333,0,20,0,1,4,4,4,4,2,4,10
"1119",0,0,0,65.6666666666667,0,21,0,1,5,4,4,7,1,6,10
"1120",0,0,0,59.3333333333333,0,20,0,0,1,3,7,1,6,1,10
"1121",0,0,1,71.3333333333333,1,20,0,1,4,1,1,4,1,5,10
"1122",1,0,0,64.3333333333333,1,20,1,0,1,2,2,2,7,1,10
"1123",0,1,0,48,1,21,0,1,5,7,1,1,1,5,10
"1124",0,1,0,66.1666666666667,1,20,0,1,7,6,1,2,1,5,10
"1125",0,0,1,60,0,18,0,1,4,2,1,4,1,5,10
"1126",0,0,0,83.6666666666667,0,21,0,0,1,1,7,1,7,1,10
"1127",0,0,0,83.2,1,20,0,0,1,1,7,1,7,1,10
"1128",0,0,0,70.6666666666667,1,22,0,0,2,5,2,1,6,1,10
"1129",0,0,0,91.1666666666667,1,20,0,0,5,7,1,2,7,1,10
"1130",1,0,0,100,0,19,0,1,1,1,7,4,7,1,10
"1131",0,0,1,53,1,21,0,1,4,1,1,6,1,4,10
"1132",0,0,0,72.5,0,21,0,0,4,4,4,4,4,7,10
"1133",0,1,0,80.6,1,20,0,1,1,1,7,6,6,1,10
"1134",1,0,0,81.5,0,20,0,1,1,1,7,1,7,2,10
"1135",0,1,0,88.1666666666667,0,20,0,1,1,4,2,4,5,1,10
"1136",1,0,0,100,1,20,0,1,1,1,7,1,7,1,10
"1137",0,0,1,51,0,19,0,1,4,1,1,7,1,7,10
"1138",0,1,0,72.5,1,20,1,0,5,6,2,2,1,5,10
"1139",0,0,1,61.8333333333333,0,21,0,1,7,1,1,7,1,6,10
"1140",1,0,0,85.6666666666667,1,19,0,1,1,1,7,1,7,1,10
"1141",0,0,0,92.8333333333333,0,NA,0,0,NA,NA,NA,NA,NA,NA,10
"1142",0,1,0,92.7380952380952,1,19,0,1,4,7,1,1,2,4,11
"1143",0,1,0,59.5238095238095,0,20,0,1,6,6,1,2,1,6,11
"1144",1,0,0,71.3095238095238,0,21,0,1,1,1,7,2,4,1,11
"1145",1,0,0,73.4523809523809,0,49,0,1,1,1,4,1,4,1,11
"1146",1,0,0,85.3571428571428,0,21,0,0,1,1,6,2,5,1,11
"1147",0,1,0,76.9047619047619,0,20,0,0,5,5,1,2,1,7,11
"1148",0,0,1,70.9523809523809,0,22,0,1,4,1,1,7,1,7,11
"1149",0,0,1,83.6904761904762,0,24,0,1,4,5,1,3,1,4,11
"1150",1,0,0,80.7142857142857,1,20,0,0,1,1,5,3,7,4,11
"1151",1,0,0,52.8571428571429,1,23,0,0,5,2,5,1,1,2,11
"1152",0,0,1,90.1190476190476,1,19,0,0,4,1,1,7,1,7,11
"1153",0,0,1,67.9761904761905,0,32,0,0,7,4,4,4,1,7,11
"1154",1,0,0,67.0238095238095,0,30,0,0,1,2,6,1,7,1,11
"1155",0,1,0,75.1190476190476,0,20,0,0,6,7,1,1,1,7,11
"1156",0,0,1,91.6666666666667,1,19,0,0,4,4,4,7,4,5,11
"1157",0,0,1,69.8809523809524,0,24,0,1,4,1,1,6,1,4,11
"1158",0,1,0,82.6190476190476,1,23,0,0,2,3,2,1,5,1,11
"1159",0,0,1,73.9285714285714,0,22,0,0,4,4,1,7,1,6,11
"1160",1,0,0,57.1428571428571,1,24,0,0,2,1,6,2,1,1,11
"1161",0,0,1,79.6428571428572,0,22,0,0,1,1,1,2,1,7,11
"1162",1,0,0,72.3809523809524,0,25,0,0,1,1,7,1,7,1,11
"1163",0,0,1,72.8571428571429,0,19,0,0,6,1,1,4,1,7,11
"1164",0,1,0,32.9761904761905,1,22,0,0,2,4,4,1,2,4,11
"1165",0,0,1,70.952380952381,1,20,0,0,4,5,3,4,1,4,11
"1166",1,0,0,67.0238095238095,1,20,0,1,2,1,6,1,4,1,11
"1167",0,1,0,64.1666666666667,1,19,0,1,6,5,5,3,1,6,11
"1168",0,1,0,75.1190476190476,0,24,0,0,4,6,1,3,1,2,11
"1169",0,0,1,66.6666666666667,0,20,0,1,4,1,1,4,1,4,11
"1170",1,0,0,58.3333333333333,1,22,0,1,2,2,6,1,6,1,11
"1171",0,1,0,61.547619047619,1,20,0,1,3,2,6,2,5,1,11
"1172",1,0,0,79.4047619047619,0,21,0,0,1,1,7,1,7,1,11
"1173",1,0,0,74.2857142857143,1,20,0,1,1,1,7,1,7,1,11
"1174",1,0,0,85.2380952380952,0,22,0,0,1,1,7,6,6,1,11
"1175",1,0,0,41.1904761904762,1,20,0,1,1,1,6,1,6,1,11
"1176",1,0,0,66.1904761904762,1,22,0,1,2,1,6,3,3,2,11
"1177",1,0,0,85.2380952380952,1,20,1,0,1,1,5,2,6,1,11
"1178",0,0,1,33.0952380952381,0,19,0,0,3,1,1,4,3,1,11
"1179",1,0,0,97.9761904761905,1,22,0,1,1,1,7,1,7,1,11
"1180",0,1,0,78.6904761904762,1,30,0,0,4,6,1,1,1,4,11
"1181",1,0,0,74.2857142857143,0,21,0,1,1,1,7,1,7,1,11
"1182",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,11
